application_number,filing_date,uspc_class,cpc4,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code
14201107,07/03/14,706,G06F,anthony,m,butler,1,,AE
14301038,10/06/14,706,G06N,jose,oriol lopez,berengueres,1,,AE
14301038,10/06/14,706,G06N,mohammed,abdulla khamis,alshamsi,4,,AE
14301038,10/06/14,706,G06N,dmitry,,efimov,3,,AE
14301038,10/06/14,706,G06N,mohammed,gharib,alsaedi,5,,AE
14301038,10/06/14,706,G06N,ahmed,musallem,almuharami,6,,AE
14301038,10/06/14,706,G06N,saeed,rashed,alshemaili,7,,AE
14301038,10/06/14,706,G06N,zayed,mohammed,almesabi,2,,AE
10045668,24/10/01,706,G05B,guillermo,,sentoni,2,,AR
12026460,05/02/08,706,G06Q,juan,cruz,nores,1,,AR
12026460,05/02/08,706,G06Q,fernando,javier,rodriguez olivera,3,,AR
12026460,05/02/08,706,G06Q,emilio,,lopez-gabeiras,2,,AR
12118361,09/05/08,706,G06N,agustina,,shinji,3,,AR
12118361,09/05/08,706,G06N,juan,pablo,pozzoli,1,,AR
12118361,09/05/08,706,G06N,luis,e,infanti,2,,AR
12483391,12/06/09,706,G06K,jorge,,sanchez,2,,AR
12535579,04/08/09,706,G06Q,eun,young,hwang,2,,AR
12541636,14/08/09,706,G06K,jorge,,sanchez,2,,AR
12644114,22/12/09,706,G06F,pablo,andr?s,garralda,2,,AR
12644114,22/12/09,706,G06F,carlos,hector,carrizo,1,,AR
13378512,12/03/12,706,G06N,luciana,,ferrer,10,,AR
13378512,12/03/12,706,G06F,luciana,,ferrer,10,,AR
14035946,24/09/13,706,G06Q,eun,young,hwang,2,,AR
9847824,05/07/01,706,G06N,bernard,,mitterauer,1,,AT
10529610,25/04/05,706,G06K,gerhard,,kranner,1,,AT
10910409,03/08/04,706,G05B,keith,,mcritchie,2,,AT
10910409,03/08/04,706,G05B,konrad,,klein,1,,AT
11934648,02/11/07,706,G06N,axel,,fano,1,,AT
11970336,07/01/08,706,G01S,guenter,,honisch,1,,AT
12038236,27/02/08,706,G06Q,reinhold,,plosch,1,,AT
12038236,27/02/08,706,G06Q,fritz,,stallinger,4,,AT
12038236,27/02/08,706,G06Q,herbert,,prahofer,3,,AT
12175429,17/07/08,706,E21B,georg,,zangl,2,,AT
12251714,15/10/08,706,G06N,stefan,,galler,4,,AT
12346965,31/12/08,706,E21B,matteo,,giovannoli,2,,AT
12498996,07/07/09,706,H04L,jean-pierre,,seifert,5,,AT
12505592,20/07/09,706,G06N,gustavo,,nunez,2,,AT
12505592,20/07/09,706,G06N,michael,,stundner,1,,AT
12505592,20/07/09,706,G06N,andreas,,al-kinani,4,,AT
12505592,20/07/09,706,G06N,georg,,zangl,3,,AT
12536677,06/08/09,706,G06N,roland,,wunderling,3,,AT
13225302,02/09/11,706,G06T,denis,,kalkofen,2,,AT
13225302,02/09/11,706,G06T,dieter,,schmalstieg,3,,AT
13225302,02/09/11,706,G06T,markus,,tatzgern,1,,AT
13441138,06/04/12,706,G06N,francisco,eduardo,de sousa webber,1,,AT
14111092,13/11/13,706,G01M,nikolaus,,keuth,5,,AT
14111092,13/11/13,706,G01M,stefan,,jakubek,3,,AT
14111092,13/11/13,706,G01M,markus,,stadlbauer,1,,AT
14111092,13/11/13,706,G01M,christoph,,hametner,2,,AT
14311113,20/06/14,706,G06F,alexandra,,loew-baselli,1,,AT
14311113,20/06/14,706,G06N,alexandra,,loew-baselli,1,,AT
14438533,24/04/15,706,G06N,ronald,,de haan,4,,AT
9618860,18/07/00,706,G06N,lindsay,andrew,peters,4,,AU
9618860,18/07/00,706,G06N,paul,justin lloyd,compton,1,,AU
9618860,18/07/00,706,G06N,leslie,,lazarus,3,,AU
9618860,18/07/00,706,G06N,michael,bonnell,harries,5,,AU
9618860,18/07/00,706,G06N,glenn,andrew,edwards,2,,AU
9807588,04/09/01,706,,mark,richard,reay,1,,AU
9958513,05/12/01,706,G06N,peter,solly,goldschmidt,1,,AU
10128481,24/04/02,706,H04N,ryszard,,kowalczyk,3,,AU
10128481,24/04/02,706,H04N,farhad,fuad,islam,5,,AU
10128481,24/04/02,706,H04N,thomas,phillip alexander,howard,4,,AU
10128481,24/04/02,706,H04N,dong,mei,zhang,2,,AU
10128481,24/04/02,706,H04N,mikhail,,prokopenko,1,,AU
10128481,24/04/02,706,H04N,michael,alexander,oldfield,6,,AU
10450975,23/02/04,706,G06N,paul,,guignard,1,,AU
10488445,03/03/04,706,G06N,paul,,guignard,1,,AU
10564105,09/01/06,706,G06K,riaan,,brits,2,,AU
10564105,09/01/06,706,G06K,carl,,wocke,1,,AU
10577189,21/02/07,706,G06K,kevin,e,gates,1,,AU
10581411,07/08/06,706,B25J,timothy,ramford,vittor,1,,AU
10581411,07/08/06,706,B25J,richard,adrian,willgoss,2,,AU
10592102,06/12/07,706,G06Q,andrew,,barry,3,,AU
10592102,06/12/07,706,G06Q,thomas,johnston,reid,2,,AU
10592102,06/12/07,706,G06Q,peter,ross,johnson,1,,AU
10613790,03/07/03,706,G06F,hang,shun,lee,1,,AU
10709131,15/04/04,706,G06Q,david,,mead,2,,AU
10709131,15/04/04,706,G06Q,peter,,johnson,1,,AU
10908495,13/05/05,706,G06N,andrew,,barry,1,,AU
11423436,10/06/06,706,G06N,audun,,josang,2,,AU
11423436,10/06/06,706,G06N,david,scott,mcanally,3,,AU
11423436,10/06/06,706,G06N,simon,kevin john,pope,1,,AU
11441672,25/05/06,706,H04L,christoph,karl,ladue,1,,AU
11521266,14/09/06,706,G06F,thomas,,hettel,2,,AU
11572193,16/01/07,706,G06K,adam,,kowalczyk,1,,AU
11572193,16/01/07,706,G06K,alex,,smola,2,,AU
11623160,15/01/07,706,H04L,andrew,,bernoth,1,,AU
11668564,30/01/07,706,G06Q,james,e,jackson,1,,AU
11721438,12/06/07,706,G06N,kevin,e,gates,1,,AU
11722793,29/06/07,706,G06K,kevin,e,gates,1,,AU
11791766,11/09/08,706,G01N,joel,edward,brakey,2,,AU
11791766,11/09/08,706,G01N,anthony,lee,senyard,1,,AU
11829592,27/07/07,706,G06F,ian,,oliver,3,,AU
11829592,27/07/07,706,G06F,ryan,,pereira,4,,AU
11829592,27/07/07,706,G06F,rolf,,repasi,1,,AU
11829592,27/07/07,706,G06F,simon,,clausen,2,,AU
11832016,01/08/07,706,G06N,yan,,zhang,1,,AU
11832016,01/08/07,706,G06N,wei,,qu,2,,AU
11854406,12/09/07,706,G06F,sonia,,lippe,3,,AU
11962799,21/12/07,706,G06F,christopher,r,gentle,2,,AU
12004980,20/12/07,706,G06T,dean,crawford,engelhardt,2,,AU
12004980,20/12/07,706,G06T,damian,andrew,marriott,3,,AU
12004980,20/12/07,706,G06T,suneel,singh,randhawa,4,,AU
12004980,20/12/07,706,G06T,mark,stephen,anderson,1,,AU
12036461,25/02/08,706,G06F,andrew,,barry,1,,AU
12089704,15/09/09,706,H04L,justin,,bedo,4,,AU
12089704,15/09/09,706,H04L,adam,,kowalczyk,3,,AU
12089704,15/09/09,706,H04L,sarah,,dods,2,,AU
12089704,15/09/09,706,H04L,trevor,,anderson,1,,AU
12089704,15/09/09,706,H04L,kenneth,paul,clarke,5,,AU
12115939,06/05/08,706,G06F,ted,,saoumi,3,,AU
12115939,06/05/08,706,G06F,jane,,childs,1,,AU
12154881,27/05/08,706,G06N,simon,r,edwards,3,,AU
12234697,21/09/08,706,G06N,peter,aj,van der made,1,,AU
12237363,24/09/08,706,G06F,andrew,charles,leppard,2,,AU
12237363,24/09/08,706,G06F,timothy,john,stoakes,1,,AU
12297499,26/01/09,706,G01G,peter,ross,mcaree,1,,AU
12297499,26/01/09,706,G01G,david,herman,wauge,2,,AU
12306563,02/02/09,706,G06N,liesl,jane,beilby,1,,AU
12306563,02/02/09,706,G06N,john,,zakos,2,,AU
12350560,08/01/09,706,G06N,martin,patrick,entwistle,1,,AU
12439334,24/06/09,706,G06N,graham,,bell,1,,AU
12439334,24/06/09,706,G06N,brynn,,hibbert,2,,AU
12451757,04/03/10,706,G05B,david,alan,paterson,2,,AU
12451757,04/03/10,706,G05B,ivan,stuart,cole,1,,AU
12497818,06/07/09,706,,ian,edward,oakenfull,1,,AU
12502000,13/07/09,706,G06N,michael,d,neale,1,,AU
12518615,10/06/09,706,G06N,hikaru,,phillips,1,,AU
12541205,14/08/09,706,,ian,edward,oakenfull,1,,AU
12557233,10/09/09,706,G06F,sean,,lineaweaver,1,,AU
12616021,10/11/09,706,G06F,keith,a,marlow,1,,AU
12657748,27/01/10,706,G06N,janet,,wiles,3,,AU
12736732,04/11/10,706,G08B,carlos,enrique,kruger,5,,AU
12736732,04/11/10,706,G08B,simon,mathew,taylor,3,,AU
12736732,04/11/10,706,G08B,mark,oliver,carniello,2,,AU
12736732,04/11/10,706,G08B,adam,jamie,hender,1,,AU
12736732,04/11/10,706,G08B,fernando,andres,cosa,4,,AU
12736732,04/11/10,706,G08B,paul,,slee,6,,AU
12779922,13/05/10,706,G06N,fabio,tozeto,ramos,2,,AU
12779922,13/05/10,706,G06N,arman,,melkumyan,1,,AU
12808253,15/06/10,706,G06F,paul,,stockwell,1,,AU
12808253,15/06/10,706,G06F,andrew,e,smith,2,QL,AU
12808253,15/06/10,706,G06F,andrew,e,smith,2,,AU
12808253,15/06/10,706,G06F,janet,,wiles,3,,AU
12921364,08/02/11,706,G06N,arun,darlie,koshy,1,,AU
12952716,23/11/10,706,G06F,ian,edward,oakenfull,1,,AU
12963777,09/12/10,706,H04L,ian,edward,oakenfull,1,,AU
13011837,21/01/11,706,G06Q,simon,shuo,liu,1,,AU
13011837,21/01/11,706,G06Q,ruwantha,,vidanaarachchi,2,,AU
13143887,25/10/11,706,H04L,john,,zakos,2,,AU
13143887,25/10/11,706,H04L,liesl,jane,beilby,1,,AU
13143887,25/10/11,706,H04L,glenys,anne,mclaughlin,3,,AU
13212449,18/08/11,706,G06F,kenneth,,sabir,1,,AU
13212449,18/08/11,706,G06F,david,,lowe,2,,AU
13212946,18/08/11,706,G06F,christopher,r,gentle,2,,AU
13223693,01/09/11,706,E21C,eric,,nettleton,2,,AU
13223693,01/09/11,706,E21C,hugh,,durrant-whyte,4,,AU
13223693,01/09/11,706,E21C,paul,,thompson,3,,AU
13242431,23/09/11,706,G06F,david,,karlov,3,,AU
13242431,23/09/11,706,G06F,alexander,zaphob,barnes,2,,AU
13242431,23/09/11,706,G06F,herve,,soulard,1,,AU
13336153,23/12/11,706,F24F,ying,,guo,1,,AU
13336153,23/12/11,706,F24F,sam,,west,3,,AU
13336153,23/12/11,706,F24F,glenn,,platt,5,,AU
13336153,23/12/11,706,F24F,joshua,,wall,4,,AU
13336153,23/12/11,706,F24F,jiaming,,li,2,,AU
13380469,19/03/12,706,G06F,kerry,lea,taylor,1,,AU
13441064,06/04/12,706,G01M,hao,,wang,3,,AU
13441064,06/04/12,706,G01M,jayantha,,epaarachchi,2,,AU
13441064,06/04/12,706,G01M,gayan chanaka,kahandawa,appuhamillage,1,,AU
13461800,02/05/12,706,G06N,peter,aj,van der made,1,,AU
13497145,24/05/12,706,G01N,leslie,joseph,janik,3,,AU
13497145,24/05/12,706,G01N,michael,john,mclaughlin,1,,AU
13497145,24/05/12,706,G01N,sean,thomas,forrester,2,,AU
13583385,01/02/13,706,G06N,justin,,bedo,2,,AU
13583385,01/02/13,706,G06N,adam,,kowalczyk,1,,AU
13583385,01/02/13,706,G06N,izhak,,haviv,3,,AU
13583452,01/02/13,706,G06N,izhak,,haviv,3,,AU
13583452,01/02/13,706,G06N,adam,,kowalczyk,1,,AU
13583452,01/02/13,706,G06N,justin,,bedo,2,,AU
13591079,21/08/12,706,G06N,alina,,bialkowski,2,,AU
13627075,26/09/12,706,G06F,kent,c,steer,2,,AU
13627075,26/09/12,706,G06F,timothy,m,lynar,1,,AU
13688323,29/11/12,706,G06N,xing zhi,,sun,3,,AU
13704153,21/05/13,706,G06N,david,albert,barda,1,,AU
13704153,21/05/13,706,A61F,mohammad,hadi,mashinchi,2,,AU
13704153,21/05/13,706,G06N,mohammad,hadi,mashinchi,2,,AU
13704153,21/05/13,706,A61F,david,albert,barda,1,,AU
13722003,20/12/12,706,G06F,timothy,m,lynar,1,,AU
13722003,20/12/12,706,G06F,kent,c,steer,2,,AU
13771808,20/02/13,706,G06N,priyanka,k,joshi,2,,AU
13771808,20/02/13,706,G06Q,priyanka,k,joshi,2,,AU
13784397,04/03/13,706,G06N,hikaru,,phillips,1,,AU
13800070,13/03/13,706,G06F,sean,,lineaweaver,1,,AU
13805620,21/02/13,706,G06N,michael,john,lawley,1,,AU
13805867,27/03/13,706,G06N,yitao,,zhang,1,,AU
13805867,27/03/13,706,G06N,lukie,,ali,2,,AU
13810389,29/07/14,706,G06N,simon,david,ryan,1,,AU
13810389,29/07/14,706,H04L,simon,david,ryan,1,,AU
13823997,05/06/13,706,G06N,kerry,lea,taylor,1,,AU
13882867,10/07/13,706,G06F,clayton,,cross,2,,AU
13882867,10/07/13,706,G06N,ben,,white,1,,AU
13882867,10/07/13,706,G06F,joshua,,kennedy-white,3,,AU
13882867,10/07/13,706,G06N,clayton,,cross,2,,AU
13882867,10/07/13,706,G06F,ben,,white,1,,AU
13882867,10/07/13,706,G06N,joshua,,kennedy-white,3,,AU
13892261,11/05/13,706,G06N,steven,o,twist,4,,AU
13892261,11/05/13,706,G06N,christopher,j,de vaney,3,,AU
13892261,11/05/13,706,G06N,andrew,j,bentley,1,,AU
13910182,05/06/13,706,H04L,clinton,,grant,1,,AU
13932422,01/07/13,706,G06N,sebastian,wankun,khor,6,,AU
14015295,30/08/13,706,G06N,barry,mark,utting,2,,AU
14066549,29/10/13,706,G06N,brett,aaron,rutledge,1,,AU
14066914,30/10/13,706,G06Q,priyanka,k,joshi,2,,AU
14133963,19/12/13,706,G06N,christian,,guttmann,1,,AU
14133963,19/12/13,706,G06F,christian,,guttmann,1,,AU
14133963,19/12/13,706,G06Q,christian,,guttmann,1,,AU
14142125,27/12/13,706,G06F,christian,,guttmann,2,,AU
14149596,07/01/14,706,H04L,liesl,jane,capper,1,,AU
14149596,07/01/14,706,H04L,glenys,anne,westwood mclaughlin,3,,AU
14149596,07/01/14,706,H04L,john,,zakos,2,,AU
14189799,25/02/14,706,G06N,john,,zakos,2,,AU
14189799,25/02/14,706,G06N,liesl,jane,beilby (nee capper),1,,AU
14200233,07/03/14,706,G06N,suraj,,pandey,2,,AU
14200233,07/03/14,706,G06N,timothy,m,lynar,1,,AU
14200233,07/03/14,706,H04L,suraj,,pandey,2,,AU
14200233,07/03/14,706,H04L,timothy,m,lynar,1,,AU
14266119,30/04/14,706,G06N,sardar,monsurur,rahman,3,,AU
14285121,22/05/14,706,G06N,timothy,m,lynar,3,,AU
14285121,22/05/14,706,G06N,john,m,wagner,5,,AU
14285121,22/05/14,706,G06N,suraj,,pandey,4,,AU
14294000,02/06/14,706,G06N,xinyu,,wei,2,,AU
14408957,18/12/14,706,G06N,peter,james,hatherly,4,,AU
14408957,18/12/14,706,G06N,arman,,melkumyan,2,,AU
14408957,18/12/14,706,G06N,derek,,wyman,3,,AU
14408957,18/12/14,706,G06N,katherine,lee,silversides,1,,AU
14420979,11/02/15,706,G06N,andrea,,morello,1,,AU
14420979,11/02/15,706,G06N,arne,,laucht,3,,AU
14420979,11/02/15,706,G06N,rachpon,,kalra,2,,AU
14514180,14/10/14,706,G06N,simon,,digby-jones,1,,AU
14649449,03/06/15,706,G06N,zhidong,,li,1,,AU
14649449,03/06/15,706,G06N,yang,,wang,2,,AU
14649449,03/06/15,706,G06N,fang,,chen,3,,AU
14710593,13/05/15,706,G06N,peter,aj,van der made,1,,AU
14741557,17/06/15,706,H04L,ian,e,oakenfull,1,,AU
14814693,31/07/15,706,G06F,kent,c,steer,2,,AU
14814693,31/07/15,706,H04L,timothy,m,lynar,1,,AU
14814693,31/07/15,706,G06F,timothy,m,lynar,1,,AU
14814693,31/07/15,706,H04L,kent,c,steer,2,,AU
9851963,10/05/01,706,G06Q,peter,van,giel,1,,BE
10069841,04/06/02,706,,marc,m,van hulle,1,,BE
10152214,21/05/02,706,G06Q,peter,van,giel,1,,BE
10377146,27/02/03,706,G06F,dirk,medard helena,van hyfte,2,,BE
10377146,27/02/03,706,G06F,michael,rik frans,brands,1,,BE
10597832,09/08/06,706,G06F,filip,,verhaeghe,2,,BE
10597832,09/08/06,706,G06F,stefaan,,decorte,1,,BE
10612189,02/07/03,706,G06Q,peter,van,giel,3,,BE
10612189,02/07/03,706,G06Q,jean,,giuannotte,4,,BE
11399053,06/04/06,706,G06F,charles,,kemper,1,,BE
11399053,06/04/06,706,G06F,francois,,leger,2,,BE
11399053,06/04/06,706,G06F,aart,,den ouden,3,,BE
11735736,16/04/07,706,G06F,philippe,,lambin,4,,BE
11809611,31/05/07,706,G06N,kris,,verlaenen,2,,BE
12094518,10/10/08,706,G06F,olivier,,bilenne,3,,BE
12094518,10/10/08,706,G06F,francois,,meers,1,,BE
12094518,10/10/08,706,G06F,emmanuel,,druet,4,,BE
12117411,08/05/08,706,G06F,dirk,,colaert,1,,BE
12117411,08/05/08,706,G06F,jozef,,de roo,3,,BE
12117411,08/05/08,706,G06F,helen,,chen,2,,BE
12330876,09/12/08,706,G06N,freddy,,lorge,1,,BE
12353310,14/01/09,706,G06K,dirk,,de ruysscher,7,,BE
12353310,14/01/09,706,G06K,philippe,,lambin,6,,BE
12439392,27/02/09,706,G06F,hans louis jos,,de winter,1,,BE
12439392,27/02/09,706,G06F,wilfried gert roger,,langenaeker,2,,BE
12506583,21/07/09,706,G06N,philippe,,lambin,4,,BE
12515091,15/05/09,706,G06F,wegner,kurt,j?rg,1,,BE
12515091,15/05/09,706,G06F,carlo,willy maurice,boutton,3,,BE
12515091,15/05/09,706,G06F,herman,,van vlijmen,2,,BE
12531946,18/09/09,706,G05B,guido,freddy,smits,1,,BE
12595979,24/02/10,706,G01N,nathan,,vastesaeger,3,,BE
12595979,24/02/10,706,G01N,wim,,noel,2,,BE
12596231,16/10/09,706,G06F,carl,,van lierde,3,,BE
12596231,16/10/09,706,G06F,veerle,,pattijn,2,,BE
12596231,16/10/09,706,G06F,katja,,malfliet,1,,BE
12596231,16/10/09,706,G06F,wilfried,,vancraen,4,,BE
12628801,01/12/09,706,G06Q,rishab,aiyer,ghosh,1,,BE
12741274,03/09/10,706,C08F,andre,,lewalle,1,,BE
12796934,09/06/10,706,G06F,arindam,,mallik,8,,BE
13142687,22/09/11,706,H04M,mieke,,verheijen,2,,BE
13278789,21/10/11,706,H04L,bart,,van coppenolle,1,,BE
13278789,21/10/11,706,H04L,philip,wj,vandormael,2,,BE
13442978,10/04/12,706,G06N,freddy,,lorge,1,,BE
13521339,07/11/12,706,A61F,matthieu,,duvinage,3,,BE
13521339,07/11/12,706,A61F,thierry,,castermans,1,,BE
13521339,07/11/12,706,A61F,thierry,,dutoit,2,,BE
13692794,03/12/12,706,G06F,emmanuel,,druet,4,,BE
13692794,03/12/12,706,G06F,francois,,meers,1,,BE
13692794,03/12/12,706,G06F,marc,,massar,2,,BE
13692794,03/12/12,706,G06F,olivier,,bilenne,3,,BE
13734961,05/01/13,706,G06N,joris,,claessens,3,,BE
13789827,08/03/13,706,G06N,freddy,,lorge,1,,BE
13941651,15/07/13,706,G06N,bart,pe,van coppenolle,1,,BE
13941651,15/07/13,706,H04L,philip,wj,vandormael,2,,BE
13941651,15/07/13,706,G06N,philip,wj,vandormael,2,,BE
13941651,15/07/13,706,H04L,bart,pe,van coppenolle,1,,BE
14107466,16/12/13,706,H04L,holger,,quast,3,,BE
14107466,16/12/13,706,H04W,holger,,quast,3,,BE
14122761,20/02/14,706,H04L,marc,,verhoeyen,1,,BE
14122761,20/02/14,706,H04L,johan,a,de vriendt,2,,BE
14413944,09/01/15,706,G06N,jonas,,ambeck-madsen,5,,BE
14413944,09/01/15,706,G06N,ichiro,,sakato,6,,BE
11640941,19/12/06,706,G06N,antoaneta,,popova,2,,BG
13924209,21/06/13,706,G06N,damyan,,ognyanov,1,,BG
13924209,21/06/13,706,G06N,ruslan,,velkov,2,,BG
14006983,24/09/13,706,G06N,ivaylo,,popov,1,,BG
14006983,24/09/13,706,G06N,krasimir,,popov,2,,BG
14395445,23/02/15,706,G06N,plamen,valentinov,ivanov,1,,BG
14888131,30/10/15,706,G06N,plamen,valentinov,ivanov,1,,BG
10425463,29/04/03,706,G06N,fabio,g,cozman,2,,BR
11139907,27/05/05,706,G06N,emilio,,del moral hernandez,3,,BR
11821106,20/06/07,706,G06F,claudio,,nogueira de meneses,4,,BR
11897608,31/08/07,706,G06N,edson,,tirelli,2,,BR
12072881,27/02/08,706,G06N,edson,,tirelli,2,,BR
12074102,29/02/08,706,G06N,edson,,tirelli,2,,BR
12074215,29/02/08,706,G06N,edson,,tirelli,2,,BR
12083560,11/09/09,706,G01N,maria da gloria,da costa,carvalho,3,,BR
12083560,11/09/09,706,G01N,gilberto,barbosa,domont,4,,BR
12083560,11/09/09,706,G01N,raul,fonseca,neto,5,,BR
12083560,11/09/09,706,G01N,paulo,costa,carvalho,2,,BR
12083560,11/09/09,706,G01N,sergio,,lilla,6,,BR
12083560,11/09/09,706,G01N,wim,maurits sylvain,degrave,1,,BR
12332804,11/12/08,706,H04L,rodrigo,ceron ferreira,de castro,2,,BR
12332804,11/12/08,706,H04L,murillo,fernandes,bernardes,1,,BR
12332804,11/12/08,706,H04L,alex,zanetti,de lima,3,,BR
12332804,11/12/08,706,H04L,andre,fernandes,de macedo,4,,BR
12332804,11/12/08,706,H04L,paulo,ricardo paz,vital,5,,BR
12337437,17/12/08,706,G06Q,alejandro,,garcia,2,,BR
12474314,29/05/09,706,G06N,moacyr,c,de mello filho,1,BR,BR
12474314,29/05/09,706,G06N,moacyr,c,de mello filho,1,,BR
12766283,23/04/10,706,G06F,anderson,de rezende,rocha,3,,BR
12967923,14/12/10,706,G06F,marcos,andre,goncalves,5,,BR
12967923,14/12/10,706,G06F,tiago,rodrigues,de magalhaes,2,,BR
12967923,14/12/10,706,G06F,jussara,marques,de almeida,4,,BR
12967923,14/12/10,706,G06F,virgilio augusto,femandes,almeida,3,,BR
12967923,14/12/10,706,G06F,fabricio,benevenuto,de souza,1,,BR
13014412,26/01/11,706,G06N,fernando,de s,parreira,3,,BR
13014412,26/01/11,706,G06N,alessandro,ba,mariano,2,,BR
13014412,26/01/11,706,G06N,reinaldo,t,katahira,1,,BR
13014412,26/01/11,706,G06N,pedro,hv da,rocha,4,,BR
13181607,13/07/11,706,H04R,reynaldo,amadeu,dal lin junior,1,,BR
13360878,30/01/12,706,G06Q,claudio,santos,pinhanez,1,,BR
13417416,12/03/12,706,G06N,moacyr,c,de mello filho,1,,BR
13461507,01/05/12,706,G06Q,alejandro,,garcia,2,,BR
13513296,06/06/12,706,G06K,vinicius,layter,xavier,2,,BR
13513296,06/06/12,706,G06K,adilson,elias,xavier,1,,BR
13548694,13/07/12,706,G06N,moacyr,c de mello,filho,1,,BR
13579264,16/08/12,706,G06F,alexandre,jonatan berolli,martins,1,,BR
13677289,14/11/12,706,G06N,marcos,rodrigues,vieira,8,,BR
13677289,14/11/12,706,G06N,cicero,nogueira dos,santos,7,,BR
13677289,14/11/12,706,G06N,bianca,,zadrozny,9,,BR
13688462,29/11/12,706,G06N,marcos,didonet,del fabro,3,,BR
13848083,21/03/13,706,G06N,reinaldo,t,katahira,2,,BR
13928495,27/06/13,706,G06F,reinaldo,t,katahira,2,,BR
13928495,27/06/13,706,G06N,reinaldo,t,katahira,2,,BR
13963818,09/08/13,706,G06N,bianca,,zadrozny,9,,BR
13963818,09/08/13,706,G06N,cicero,nogueira dos,santos,7,,BR
13963818,09/08/13,706,G06N,marcos,rodrigues,vieira,8,,BR
14142125,27/12/13,706,G06F,fernando,l,koch,3,,BR
14142125,27/12/13,706,G06F,carlos,h,cardonha,1,,BR
14220397,20/03/14,706,E21B,bruno,da costa,flach,5,,BR
14283376,21/05/14,706,G06N,fernando,l,koch,2,,BR
14283376,21/05/14,706,G06F,carlos,h,cardonha,1,,BR
14283376,21/05/14,706,G06F,fernando,l,koch,2,,BR
14283376,21/05/14,706,G06N,carlos,h,cardonha,1,,BR
14299770,09/06/14,706,G06N,davi,,valladao,7,,BR
14299770,09/06/14,706,G06N,bruno,da costa,flach,5,,BR
14299770,09/06/14,706,G06Q,bruno,da costa,flach,5,,BR
14299770,09/06/14,706,G06Q,davi,,valladao,7,,BR
14717568,20/05/15,706,G06N,vinicius,layter,xavier,2,,BR
14717568,20/05/15,706,G06N,adilson,elias,xavier,1,,BR
9841697,24/04/01,706,G06F,maxim,,rastapchuk,3,,BY
9841697,24/04/01,706,G06F,galina,,troianova,1,,BY
9841697,24/04/01,706,G06F,igor,,sovpel,4,,BY
10789810,27/02/04,706,G06N,yakov,,novikov,2,,BY
13662637,29/10/12,706,A63F,anton,,sitnikau,1,,BY
9488701,20/01/00,706,G06F,basil,taha,alsayyed,3,,CA
9488701,20/01/00,706,G06F,anis,,limaiem,1,,CA
9502142,10/02/00,706,G09B,benoit,patrick,bertrand,1,QC,CA
9502348,10/02/00,706,G09B,benoit,patrick,bertrand,1,,CA
9613537,10/07/00,706,G06N,magdi,,amer,3,,CA
9613537,10/07/00,706,G06N,serge,,mankovskii,4,,CA
9613537,10/07/00,706,G06N,tom,,gray,1,,CA
9613537,10/07/00,706,G06N,ahmed,,karmouch,2,,CA
9648878,25/08/00,706,G06N,xiaohua,,wu,3,CA,CA
9704080,01/11/00,706,G06F,michel,,decary,3,,CA
9706123,03/11/00,706,,charles,allan,armstrong,1,,CA
9742335,22/12/00,706,G06N,johanna,maria,daams,2,,CA
9742335,22/12/00,706,G06N,lorna,ruthstrobel,stewart,1,,CA
9801795,09/03/01,706,G06F,bruce,,matichuk,1,,CA
9846891,01/05/01,706,G06Q,louis,,charbonneau,1,,CA
9847771,01/05/01,706,G06Q,joseph,b,rainsberger,1,,CA
9847771,01/05/01,706,G06Q,tack,,tong,3,,CA
9847771,01/05/01,706,G06Q,ramiah,kwok-fai,tin,2,,CA
9851963,10/05/01,706,G06Q,peter,a,put,4,,CA
9858676,16/05/01,706,B60R,fakhri,,karray,2,,CA
9858676,16/05/01,706,B60R,otman,,basir,1,,CA
9868669,26/09/01,706,,benoit,patrick,bertrand,1,,CA
9868693,10/10/01,706,,benoit,patrick,bertrand,1,,CA
9868694,10/10/01,706,G09B,benoit,patrick,bertrand,1,,CA
9868695,26/09/01,706,G09B,tracey,andrea,solomon,7,,CA
9868698,14/01/02,706,G09B,benoit,patrick,bertrand,3,,CA
9868713,10/10/01,706,G09B,benoit,patrick,bertrand,1,,CA
9868743,10/10/01,706,G06F,benoit,patrick,bertrand,1,,CA
9885076,21/06/01,706,G06F,kevin,wade,jameson,1,,CA
9885078,21/06/01,706,G06Q,kevin,wade,jameson,1,,CA
9885079,21/06/01,706,G06N,kevin,wade,jameson,1,,CA
9887188,22/06/01,706,G06Q,benoit,patrick,bertrand,2,,CA
9887947,22/06/01,706,G09B,benoit,patrick,bertrand,1,,CA
9933743,22/08/01,706,G01R,jorn,,tinnemeyer,1,,CA
9952296,14/09/01,706,G06Q,brian,,labutte,1,,CA
9952296,14/09/01,706,G06Q,larry,gordon,mayhue,2,,CA
9970610,04/10/01,706,G01N,ryan,,raz,1,,CA
10081822,20/02/02,706,G06N,charles,l,guerin,1,,CA
10138172,04/05/02,706,G06Q,charles,allan,armstrong,1,,CA
10152214,21/05/02,706,G06Q,peter,a,put,4,,CA
10227821,27/08/02,706,G06N,kevin,wade,jameson,1,,CA
10232370,03/09/02,706,C07K,chris,m,farnet,1,,CA
10232370,03/09/02,706,C07K,alfredo,,staffa,2,,CA
